56	2	1260	52	38	14	18	42	20
57	2	1395	246	0	16	18	50	18
58	2	1190	241	38	3	17	34	43
59	2	593	405	41	0	17	0	0
60	2	544	405	41	0	17	0	0
61	2	1400	237	38	15	18	60	46
62	2	1126	405	41	0	17	0	0
63	2	478	405	41	0	17	0	0
64	2	1502	358	38	13	18	63	38
65	1	667	405	41	0	17	0	0
66	2	1257	421	25	3	17	46	37
67	2	575	345	29	10	17	36	27
68	2	858	382	0	16	17	57	33
69	1	1241	355	38	8	17	31	13
70	1	1171	337	38	7	17	28	36
71	2	674	205	38	10	17	32	34
72	2	1399	232	38	3	18	20	18
73	2	1485	150	37	3	17	31	25
74	2	870	125	37	3	17	25	34
75	1	1011	409	5	10	17	9	34
76	3	448	405	41	0	17	0	0
77	1	961	418	38	6	17	10	31
78	2	665	405	41	0	17	0	0
79	2	1391	405	41	0	17	0	0
80	2	826	390	38	11	17	53	34
81	2	599	412	1	9	17	31	45
82	2	123	405	41	0	17	0	0
83	1	592	365	38	11	18	60	34
84	2	891	242	42	11	18	54	64
85	1	940	405	41	0	17	0	0
86	2	277	277	5	16	17	57	39
87	1	1499	320	37	8	17	39	26
88	2	1562	161	37	15	18	38	44
89	2	1051	405	41	0	17	0	0
90	1	212	405	41	0	17	0	0
91	1	36	405	41	0	17	0	0
92	1	868	387	37	9	18	42	16
93	2	1161	405	41	0	17	0	0
94	2	1578	171	37	15	9	16	11
95	1	1065	405	41	0	17	0	0
96	2	1263	232	38	3	18	42	21
97	2	1010	405	41	0	17	0	0
98	1	1251	124	9	3	17	14	36
99	1	897	418	38	6	17	0	31
100	1	353	260	38	4	17	21	29
101	2	1511	405	41	0	17	0	0
102	1	847	405	41	0	17	0	0
103	2	1247	193	37	13	17	36	39
104	2	151	405	41	0	17	0	0
105	2	689	189	38	16	17	25	33
106	1	1407	405	41	0	17	0	0
107	1	1486	405	41	0	17	0	0
108	2	1538	405	41	0	17	0	0
109	1	109	405	41	0	17	0	0
110	1	1392	405	41	0	17	0	0
111	2	985	232	38	9	17	36	18
112	1	120	113	38	9	17	25	69
113	2	579	405	41	0	17	0	0
114	2	1673	36	21	15	14	65	37
115	2	1083	405	41	0	17	0	0
116	2	1378	141	37	7	17	47	12
117	2	1021	374	37	10	17	36	13
118	2	1765	405	41	0	17	0	0
119	1	1495	405	41	0	17	0	0
120	2	1231	167	37	14	18	34	25
121	2	1078	405	41	0	17	0	0
122	2	1561	405	41	0	17	0	0
123	1	429	405	41	0	17	0	0
124	1	1738	405	41	0	17	0	0
125	2	1048	344	38	18	18	66	71
126	2	56	378	38	0	17	0	23
127	2	505	405	41	0	17	0	0
128	2	1750	405	41	0	17	0	0
129	1	264	405	41	0	17	0	0
130	2	176	405	41	0	17	0	0
131	1	388	405	41	0	17	0	0
132	1	607	272	38	3	17	63	25
133	2	407	136	37	12	17	18	24
134	2	1013	405	41	0	17	0	0
135	1	537	405	41	0	17	0	0
136	2	1628	405	41	0	17	0	0
137	2	1659	405	41	0	17	0	0
138	1	293	405	41	0	17	0	0
139	2	158	405	41	0	17	0	0
140	2	379	398	5	3	17	25	72
141	2	1188	350	38	12	17	35	33
142	2	920	213	34	3	17	25	32
143	2	1069	405	41	0	17	0	0
144	1	197	59	38	4	18	28	30
145	1	1657	405	41	0	17	0	0
146	2	500	308	38	14	18	10	62
147	1	69	405	41	0	17	0	0
148	1	1088	405	41	0	17	0	0
149	1	1117	405	41	0	17	0	0
150	2	1056	346	38	10	12	28	14
151	1	1398	405	41	0	17	0	0
152	2	508	193	37	3	17	0	15
153	2	722	118	17	15	18	13	18
154	1	692	227	5	6	17	28	23
155	1	1184	405	41	0	17	0	0
156	1	1763	405	41	0	17	0	0
157	2	983	306	38	16	0	64	33
158	2	1330	239	38	9	0	14	4
159	2	1505	413	38	16	18	38	22
160	1	1506	405	41	0	17	0	0
161	1	1410	199	18	5	17	44	20
162	2	871	185	26	16	18	28	41
163	2	909	43	38	17	18	53	29
164	1	1182	167	37	10	17	12	22
165	2	1574	405	41	0	17	0	0
166	1	1054	405	41	0	17	0	0
167	1	91	405	41	0	17	0	0
168	1	610	405	41	0	17	0	0
169	2	1849	93	38	14	18	67	45
170	1	361	405	41	0	17	0	0
171	2	636	298	12	15	17	34	35
172	2	1119	405	41	0	17	0	0
173	1	1617	405	41	0	17	0	0
174	1	1431	405	41	0	17	0	0
175	2	0	405	41	0	17	0	0
176	2	1582	405	41	0	17	0	0
177	2	473	405	41	0	17	0	0
178	1	817	405	41	0	17	0	0
179	1	1507	275	38	5	17	55	17
180	1	1764	75	38	8	17	36	31
181	2	1196	83	37	12	17	54	33
182	2	477	405	41	0	17	0	0
183	2	1308	405	41	0	17	0	0
184	2	1668	405	41	0	17	0	0
185	2	1500	167	37	11	17	35	24
186	1	370	362	37	6	17	32	33
187	1	393	405	41	0	17	0	0
188	2	1118	405	41	0	17	0	0
189	2	1322	405	41	0	17	0	0
190	1	567	405	41	0	17	0	0
191	2	1664	44	38	3	12	31	54
192	1	111	249	38	9	17	0	43
193	1	1044	96	38	6	17	18	7
194	1	423	296	38	8	17	36	37
195	2	913	23	38	12	18	37	31
196	1	1823	405	41	0	17	0	0
197	1	499	405	41	0	17	0	0
198	2	1246	405	41	0	17	0	0
199	1	437	209	38	6	17	23	42
200	2	1200	98	38	11	18	34	50
201	1	1144	405	41	0	17	0	0
202	0	31	405	41	0	17	0	0
203	2	658	289	5	14	17	12	19
204	2	1411	294	37	16	17	34	32
205	1	591	405	41	0	17	0	0
206	2	373	405	41	0	17	0	0
207	1	1180	405	41	0	17	0	0
208	2	1851	405	41	0	17	0	0
209	2	338	318	38	5	17	16	32
210	2	208	152	37	7	17	16	70
211	2	842	110	38	3	17	46	48
212	1	835	368	38	7	17	10	17
213	2	400	405	41	0	17	0	0
214	2	1666	405	41	0	17	0	0
215	2	643	405	41	0	17	0	0
216	1	1266	298	12	7	18	43	11
217	2	860	221	38	3	17	70	40
218	1	94	379	38	8	17	54	52
219	1	1289	405	41	0	17	0	0
220	1	44	405	41	0	17	0	0
221	1	1134	405	41	0	17	0	0
222	2	905	330	37	16	18	42	68
223	2	1686	405	41	0	17	0	0
224	1	126	232	38	3	8	23	17
225	2	1259	304	37	11	17	28	30
226	2	1699	338	37	11	7	16	65
227	2	1147	405	41	0	17	0	0
228	1	1321	405	41	0	17	0	0
229	2	1034	405	41	0	17	0	0
230	1	1629	405	41	0	17	0	0
231	2	869	405	41	0	17	0	0
232	2	885	423	38	19	17	40	43
233	2	1278	333	38	3	17	31	32
234	1	421	247	38	8	17	14	23
235	2	167	405	41	0	17	0	0
236	2	756	405	41	0	17	0	0
237	1	462	265	38	3	17	21	17
238	2	1556	29	38	13	5	9	23
239	2	1406	418	38	16	0	0	53
240	2	1028	371	38	11	17	46	50
241	2	1367	282	38	16	17	0	36
242	2	260	317	38	9	17	0	6
243	2	383	167	37	17	17	0	30
244	2	1603	153	16	0	17	0	38
245	2	851	353	5	9	18	58	38
246	2	934	56	38	11	0	58	40
247	2	1279	28	37	15	17	46	15
248	1	495	405	41	0	17	0	0
249	2	973	203	38	9	17	34	37
250	1	1749	227	37	10	17	0	33
251	1	902	58	38	10	18	34	47
252	2	182	369	38	17	17	36	57
253	1	944	96	38	4	17	23	43
254	2	1375	52	38	3	17	56	31
255	2	552	232	38	20	18	14	61
256	2	1169	285	37	3	18	24	54
257	2	1779	405	41	0	17	0	0
258	2	356	405	41	0	17	0	0
259	1	163	405	41	0	17	0	0
260	2	1131	405	41	0	17	0	0
261	1	1643	405	41	0	17	0	0
262	2	705	106	38	10	17	31	33
263	2	1114	405	41	0	17	0	0
264	2	1252	405	41	0	17	0	0
265	1	1268	17	38	9	17	60	37
266	2	419	109	38	14	17	0	34
267	1	706	405	41	0	17	0	0
268	1	1828	405	41	0	17	0	0
269	2	740	405	41	0	17	0	0
270	2	19	405	41	0	17	0	0
271	1	8	405	41	0	17	0	0
272	2	455	405	41	0	17	0	0
273	1	598	334	38	6	17	36	24
274	2	460	226	38	3	17	25	38
275	1	928	382	0	10	17	24	29
276	1	1521	405	41	0	17	0	0
277	1	746	405	41	0	17	0	0
278	1	693	246	0	10	18	45	32
279	1	1405	82	40	6	17	41	18
280	1	1439	405	41	0	17	0	0
281	2	188	133	38	3	17	14	30
282	2	1043	144	37	9	17	25	22
283	1	1377	103	38	9	17	41	38
284	2	1413	262	38	15	17	0	33
285	2	1176	405	41	0	17	0	0
286	1	887	405	41	0	17	0	0
287	1	1313	405	41	0	17	0	0
288	2	1588	405	41	0	17	0	0
289	1	1397	41	32	11	17	56	26
290	2	1638	405	41	0	17	0	0
291	1	889	275	38	3	18	14	5
292	2	1240	405	41	0	17	0	0
293	2	864	160	37	15	18	28	41
294	2	175	85	38	14	17	11	32
295	2	1844	405	41	0	17	0	0
296	1	1022	405	41	0	17	0	0
297	2	1390	262	38	15	0	62	47
298	2	862	79	38	11	17	13	47
299	1	1122	405	41	0	17	0	0
300	2	1788	405	41	0	17	0	0
301	2	819	405	41	0	17	0	0
302	2	1492	275	38	11	18	70	58
303	2	1388	241	38	9	18	48	61
304	2	1769	405	41	0	17	0	0
305	1	300	405	41	0	17	0	0
306	1	1033	405	41	0	17	0	0
307	2	1610	405	41	0	17	0	0
308	2	841	232	38	15	17	46	52
309	1	419	232	38	4	17	7	2
310	1	1000	177	38	3	17	60	34
311	2	1796	338	37	14	17	12	37
312	2	110	405	41	0	17	0	0
313	1	942	405	41	0	17	0	0
314	1	1080	405	41	0	17	0	0
315	2	369	357	33	3	17	28	29
316	1	1304	405	41	0	17	0	0
317	2	1656	405	41	0	17	0	0
318	1	1096	405	41	0	17	0	0
319	1	584	405	41	0	17	0	0
320	2	282	405	41	0	17	0	0
321	2	654	47	38	12	17	16	30
322	2	468	207	10	16	17	31	37
323	1	952	133	38	5	17	37	41
324	1	970	364	38	10	18	18	10
325	2	465	275	38	16	18	18	7
326	2	1493	409	5	16	17	53	25
327	1	1229	405	41	0	17	0	0
328	2	930	426	37	16	17	31	20
329	1	1403	326	37	9	18	42	18
330	2	1167	375	38	3	17	16	28
331	2	823	405	41	0	17	0	0
332	1	1280	232	38	8	18	48	26
333	2	595	86	38	14	18	28	48
334	2	948	405	41	0	17	0	0
335	2	594	405	41	0	17	0	0
336	1	144	405	41	0	17	0	0
337	2	526	45	37	9	17	17	15
338	2	103	405	41	0	17	0	0
339	1	1389	405	41	0	17	0	0
340	2	1202	165	37	16	17	31	29
341	2	25	405	41	0	17	0	0
342	1	1230	105	38	7	17	16	25
343	1	1194	405	41	0	17	0	0
344	2	1504	210	38	17	18	18	21
345	2	945	272	38	12	17	14	23
346	1	1209	410	19	6	18	38	27
347	2	1237	259	38	11	18	42	30
348	2	903	5	37	8	17	25	30
349	2	1800	366	38	3	18	46	42
350	1	1232	348	38	9	18	60	43
351	2	1182	85	38	14	18	63	59
352	2	829	405	41	0	17	0	0
353	1	1824	405	41	0	17	0	0
354	2	947	173	38	19	16	72	29
355	2	514	406	20	15	17	34	42
356	2	1488	114	38	10	17	64	30
357	1	969	26	0	8	17	23	22
358	2	1040	93	38	11	18	42	39
359	2	424	405	41	0	17	0	0
360	1	723	250	38	10	18	14	42
361	2	1447	405	41	0	17	0	0
362	2	143	405	41	0	17	0	0
363	2	1731	405	41	0	17	0	0
364	2	931	405	41	0	17	0	0
365	1	838	405	41	0	17	0	0
366	2	315	47	38	9	17	0	37
367	2	1208	372	38	16	17	35	49
368	2	2	405	41	0	17	0	0
369	2	624	149	37	12	17	0	31
370	2	482	178	37	10	17	0	29
371	2	463	274	38	16	18	11	26
372	2	1385	51	8	8	17	0	37
373	2	1255	105	38	12	17	40	33
374	2	668	280	38	14	17	13	28
375	1	1058	89	38	9	17	16	28
376	1	1402	405	41	0	17	0	0
377	2	682	132	38	11	18	25	26
378	2	1121	405	41	0	17	0	0
379	1	118	405	41	0	17	0	0
380	2	368	405	41	0	17	0	0
381	2	428	135	38	20	17	16	44
382	2	711	405	41	0	17	0	0
383	1	1409	298	12	9	17	14	21
384	2	987	354	38	3	17	16	49
385	1	498	405	41	0	17	0	0
386	2	1372	13	38	11	17	34	46
387	2	545	405	41	0	17	0	0
388	2	1067	102	38	15	18	42	21
389	2	13	405	41	0	17	0	0
390	2	308	405	41	0	17	0	0
391	1	470	405	41	0	17	0	0
392	2	1107	405	41	0	17	0	0
393	2	1002	99	2	15	17	18	37
394	2	1253	232	38	14	18	31	21
395	1	938	341	38	7	17	28	23
396	1	850	176	38	5	17	11	39
397	2	1767	228	38	14	18	28	37
398	2	0	405	41	0	17	0	0
399	2	1016	181	38	14	17	31	47
400	1	835	97	38	7	17	0	20
401	2	1254	405	41	0	17	0	0
402	2	1234	291	38	3	18	53	38
403	1	710	151	37	4	17	38	35
404	3	1613	405	41	0	17	0	0
405	1	328	405	41	0	17	0	0
406	2	1218	73	17	3	18	42	25
407	2	1178	118	17	15	18	10	46
408	1	227	214	38	9	17	3	11
409	2	1579	91	38	3	17	0	39
410	1	836	405	41	0	17	0	0
411	2	440	56	38	3	17	22	28
412	1	65	405	41	0	17	0	0
413	2	686	405	41	0	17	0	0
414	1	1715	405	41	0	17	0	0
415	1	1173	232	38	6	17	9	3
416	2	405	244	38	3	18	38	43
417	1	908	405	41	0	17	0	0
418	2	1071	342	38	16	18	42	71
419	1	600	350	38	3	18	36	50
420	2	880	95	30	14	17	14	19
421	2	58	405	41	0	17	0	0
422	2	739	405	41	0	17	0	0
423	2	1329	340	38	14	17	3	19
424	2	561	240	38	10	18	14	33
425	2	90	396	0	3	17	34	50
426	1	416	405	41	0	17	0	0
427	2	1663	405	41	0	17	0	0
428	1	1	405	41	0	17	0	0
429	1	742	405	41	0	17	0	0
430	1	589	405	41	0	17	0	0
431	1	1050	405	41	0	17	0	0
432	1	1097	405	41	0	17	0	0
433	2	1371	373	38	16	17	28	23
434	2	1671	247	38	16	0	60	64
435	2	1522	405	41	0	17	0	0
436	2	618	286	38	14	18	41	60
437	1	1172	436	38	9	17	23	25
438	3	1350	405	41	0	17	0	0
439	1	1359	405	41	0	17	0	0
440	2	1646	405	41	0	17	0	0
441	2	1100	405	41	0	17	0	0
442	1	179	276	38	3	17	40	31
443	1	334	405	41	0	17	0	0
444	2	252	405	41	0	17	0	0
445	2	1219	195	37	16	17	15	38
446	1	298	264	14	10	17	24	27
447	1	1030	405	41	0	17	0	0
448	1	3	405	41	0	17	0	0
449	1	629	392	38	6	17	36	24
450	1	406	57	30	3	17	14	39
451	2	1347	405	41	0	17	0	0
452	1	1211	181	38	10	18	42	29
453	1	285	405	41	0	17	0	0
454	2	975	405	41	0	17	0	0
455	1	1145	405	41	0	17	0	0
456	2	149	405	41	0	17	0	0
457	2	1427	405	41	0	17	0	0
458	2	990	405	41	0	17	0	0
459	1	1589	405	41	0	17	0	0
460	2	366	392	38	3	0	0	33
461	2	307	405	41	0	17	0	0
462	2	626	372	38	15	17	34	30
463	2	453	405	41	0	17	0	0
464	2	1674	405	41	0	17	0	0
465	2	399	227	37	16	11	14	48
466	2	1170	186	43	14	18	60	46
467	1	915	313	38	8	17	58	20
468	2	644	230	38	16	17	31	40
469	2	1162	306	38	15	17	46	26
470	1	344	275	38	7	17	24	20
471	2	288	308	38	14	19	25	24
472	2	14	405	41	0	17	0	0
473	1	14	405	41	0	17	0	0
474	1	1023	361	38	8	18	17	12
475	2	166	405	41	0	17	0	0
476	2	1236	204	5	3	17	16	20
477	1	479	233	38	11	17	54	11
478	2	972	404	38	9	17	25	9
479	2	1680	405	41	0	17	0	0
480	2	44	405	41	0	17	0	0
481	1	943	275	38	9	17	18	20
482	1	116	405	41	0	17	0	0
483	1	1270	309	38	6	17	36	27
484	2	1433	405	41	0	17	0	0
485	2	1207	232	38	11	17	28	15
486	0	76	405	41	0	17	0	0
487	2	1032	261	38	1	17	28	32
488	1	562	272	38	7	17	9	42
489	2	1370	275	38	11	17	67	55
490	2	1426	405	41	0	17	0	0
491	1	1297	405	41	0	17	0	0
492	1	652	405	41	0	17	0	0
493	1	1287	405	41	0	17	0	0
494	2	974	405	41	0	17	0	0
495	2	1700	405	41	0	17	0	0
496	2	452	376	36	3	17	22	41
497	2	1223	405	41	0	17	0	0
498	1	274	405	41	0	17	0	0
499	2	200	437	0	15	17	12	32
500	2	1756	405	41	0	17	0	0
501	2	1101	405	41	0	17	0	0
502	2	576	227	37	14	17	14	39
503	2	15	405	41	0	17	0	0
504	2	951	432	38	15	18	57	51
505	2	138	405	41	0	17	0	0
506	2	1526	405	41	0	17	0	0
507	2	1575	405	41	0	17	0	0
508	1	1418	405	41	0	17	0	0
509	2	968	66	37	3	17	14	9
510	1	953	139	38	6	17	18	25
511	2	1198	219	37	3	17	39	29
512	2	955	339	37	14	17	16	31
513	2	1006	405	41	0	17	0	0
514	2	164	25	37	18	17	52	49
515	1	574	92	38	11	17	14	18
516	1	1494	405	41	0	17	0	0
517	2	1290	405	41	0	17	0	0
518	2	1185	350	38	10	17	41	26
519	2	389	405	41	0	17	0	0
520	1	165	405	41	0	17	0	0
521	2	46	405	41	0	17	0	0
522	2	1496	115	17	11	17	25	25
523	2	1470	405	41	0	17	0	0
524	1	506	275	38	9	17	34	36
525	2	1077	405	41	0	17	0	0
526	1	1722	405	41	0	17	0	0
527	1	1709	444	37	3	17	35	67
528	2	216	252	37	3	17	0	36
529	1	1358	405	41	0	17	0	0
530	2	1268	405	41	0	17	0	0
531	1	833	405	41	0	17	0	0
532	1	318	405	41	0	17	0	0
533	1	1143	405	41	0	17	0	0
534	2	1323	405	41	0	17	0	0
535	2	1396	270	37	10	18	34	43
536	1	666	321	37	8	18	18	41
537	2	979	118	17	11	17	14	24
538	1	883	293	37	10	17	36	42
539	1	857	405	41	0	17	0	0
540	2	984	275	38	9	17	18	18
541	1	558	397	38	10	17	40	43
542	2	637	405	41	0	17	0	0
543	2	933	52	38	14	17	63	32
544	2	378	131	38	11	18	28	34
545	1	1015	405	41	0	17	0	0
546	2	717	89	37	11	17	7	21
547	2	323	167	37	15	18	23	55
548	2	311	405	41	0	17	0	0
549	1	196	405	41	0	17	0	0
550	2	1832	319	38	15	17	0	44
551	2	1072	253	38	11	17	40	40
552	1	825	405	41	0	17	0	0
553	1	327	405	41	0	17	0	0
554	1	337	405	41	0	17	0	0
555	1	962	227	37	8	17	9	19
556	2	1250	303	38	11	18	69	45
557	1	394	381	37	9	18	53	32
558	1	662	405	41	0	17	0	0
559	2	853	43	38	11	18	25	23
560	1	547	405	41	0	17	0	0
561	2	1794	85	38	16	17	0	36
562	1	486	34	38	9	17	0	31
563	2	696	405	41	0	17	0	0
564	2	704	405	41	0	17	0	0
565	2	152	405	41	0	17	0	0
566	2	1199	405	41	0	17	0	0
567	2	1798	20	38	3	17	28	27
568	3	912	405	41	0	17	0	0
569	2	924	343	38	11	17	40	70
570	1	1008	317	38	4	18	25	16
571	1	622	385	38	6	17	15	15
572	2	609	278	37	3	17	23	32
573	2	1754	32	38	17	18	11	63
574	2	26	405	41	0	17	0	0
575	1	24	405	41	0	17	0	0
576	1	977	395	38	11	17	28	23
577	2	1572	405	41	0	17	0	0
578	2	1047	332	37	10	18	24	37
579	1	1276	386	38	10	17	16	5
580	1	1164	405	41	0	17	0	0
581	1	193	405	41	0	17	0	0
582	2	171	405	41	0	17	0	0
583	2	1830	405	41	0	17	0	0
584	1	524	405	41	0	17	0	0
585	1	664	405	41	0	17	0	0
586	2	281	405	41	0	17	0	0
587	2	1019	405	41	0	17	0	0
588	1	1571	405	41	0	17	0	0
589	1	466	405	41	0	17	0	0
590	2	278	296	38	3	17	31	23
591	1	186	383	38	6	17	0	30
592	1	638	184	38	3	17	34	21
593	1	1084	275	38	10	17	0	15
594	2	1601	405	41	0	17	0	0
595	2	1227	176	38	3	18	34	45
596	1	1513	46	38	11	17	28	30
597	1	1777	405	41	0	18	21	46
598	2	1843	275	38	3	17	9	23
599	1	996	232	38	7	18	28	21
600	2	719	405	41	0	17	0	0
601	2	655	176	38	8	17	21	20
602	2	764	405	41	0	17	0	0
603	1	1381	241	38	3	18	38	52
604	2	1076	405	41	0	17	0	0
605	1	1046	405	41	0	17	0	0
606	1	1332	405	41	0	17	0	0
607	1	44	405	41	0	17	0	0
608	2	1821	194	38	17	17	54	34
609	1	822	235	38	11	17	28	24
610	1	53	405	41	0	17	0	0
611	2	1691	292	37	11	17	12	25
612	2	1422	405	41	0	17	0	0
613	2	398	405	41	0	17	0	0
614	1	1275	405	41	0	17	0	0
615	2	1187	2	38	3	17	59	34
616	2	187	30	37	10	17	10	44
617	1	827	119	37	4	17	10	25
618	2	1786	189	38	17	17	7	41
619	1	1558	405	41	0	17	0	0
620	2	426	405	41	0	17	0	0
621	2	536	37	37	11	17	38	41
622	2	310	372	38	15	18	32	54
623	1	127	405	41	0	17	0	0
624	2	441	257	38	18	17	24	29
625	1	856	241	38	7	17	32	22
626	2	1760	405	41	0	17	0	0
627	1	382	405	41	0	17	0	0
628	1	999	143	38	7	17	46	44
629	2	464	344	38	3	17	14	52
630	1	760	405	41	0	17	0	0
631	1	1249	405	41	0	17	0	0
632	2	950	405	41	0	17	0	0
633	2	1007	405	41	0	17	0	0
634	1	1665	405	41	0	17	0	0
635	1	89	405	41	0	17	0	0
636	0	14	405	41	0	17	0	0
637	2	886	405	41	0	17	0	0
638	1	308	405	41	0	17	0	0
639	1	1379	87	19	9	17	35	37
640	1	1212	312	38	9	17	28	19
641	2	232	405	41	0	17	0	0
642	2	1497	405	41	0	17	0	0
643	2	418	190	25	15	17	10	35
644	2	304	405	41	0	17	0	0
645	2	255	405	41	0	17	0	0
646	2	494	405	41	0	17	0	0
647	1	85	405	41	0	17	0	0
648	1	1269	405	41	0	17	0	0
649	2	1677	218	31	11	17	16	12
650	2	1850	174	38	8	17	0	32
651	2	251	232	38	7	17	46	64
652	1	625	232	38	8	17	16	8
653	2	515	405	41	0	17	0	0
654	2	1342	405	41	0	17	0	0
655	2	802	405	41	0	17	0	0
656	2	85	405	41	0	17	0	0
657	0	0	405	41	0	17	0	0
658	2	542	54	5	11	17	25	13
659	2	326	271	38	11	17	28	34
660	1	926	405	41	0	17	0	0
661	1	1004	405	41	0	17	0	0
662	2	88	405	41	0	17	0	0
663	2	225	398	5	16	17	0	31
664	2	914	430	38	9	18	36	32
665	2	1432	405	41	0	17	0	0
666	1	1271	361	38	6	17	63	32
667	1	675	405	41	0	17	0	0
668	2	218	405	41	0	17	0	0
669	0	55	405	41	0	17	0	0
670	1	487	405	41	0	17	0	0
671	1	1847	324	38	7	17	0	1
672	2	1649	275	38	3	17	0	32
673	1	372	14	37	2	17	16	45
674	2	1515	405	41	0	17	0	0
675	2	1265	232	38	3	18	28	42
676	1	1466	405	41	0	17	0	0
677	1	779	405	41	0	17	0	0
678	2	86	405	41	0	17	0	0
679	2	769	405	41	0	17	0	0
680	1	559	405	41	0	17	0	0
681	1	1086	405	41	0	17	0	0
682	2	1020	175	37	3	18	23	11
683	1	1549	405	41	0	17	0	0
684	2	432	418	38	3	17	14	36
685	1	1570	49	38	4	17	9	29
686	2	1098	405	41	0	17	0	0
687	2	874	101	37	15	17	23	53
688	1	994	232	38	5	17	46	39
689	2	597	420	38	3	17	12	23
690	2	555	405	41	0	17	0	0
691	2	1401	276	38	14	18	21	47
692	1	1195	281	38	7	17	18	34
693	1	101	405	41	0	17	0	0
694	1	1203	56	38	6	17	28	37
695	2	884	353	37	10	17	38	58
696	2	670	225	37	13	17	18	38
697	2	488	405	41	0	17	0	0
698	1	1248	405	41	0	17	0	0
699	2	275	267	38	11	18	67	64
700	2	1235	56	38	11	18	68	35
701	1	100	405	41	0	17	0	0
702	2	10	405	41	0	17	0	0
703	2	1015	104	38	3	18	23	33
704	2	422	275	38	9	18	58	36
705	1	527	68	38	7	17	0	28
706	2	551	405	41	0	17	0	0
707	2	102	409	5	13	18	42	19
708	2	541	405	41	0	17	0	0
709	2	386	405	41	0	17	0	0
710	1	653	227	37	10	17	12	30
711	2	1762	108	38	15	17	14	54
712	2	18	405	41	0	17	0	0
713	2	1833	405	41	0	17	0	0
714	1	893	405	41	0	17	0	0
715	1	1217	405	41	0	17	0	0
716	2	342	405	41	0	17	0	0
717	1	755	405	41	0	17	0	0
718	2	345	232	38	3	1	28	31
719	2	1160	70	37	13	17	34	24
720	1	146	405	41	0	17	0	0
721	1	528	405	41	0	17	0	0
722	2	1813	405	41	0	17	0	0
723	2	875	246	0	16	17	35	33
724	2	60	405	41	0	17	0	0
725	1	1038	405	41	0	17	0	0
726	2	572	405	41	0	17	0	0
727	2	793	405	41	0	17	0	0
728	1	564	154	38	9	17	24	33
729	2	1221	405	41	0	17	0	0
730	1	198	405	41	0	17	0	0
731	1	16	405	41	0	17	0	0
732	2	451	405	41	0	17	0	0
733	2	1536	405	41	0	17	0	0
734	2	1315	405	41	0	17	0	0
735	2	44	405	41	0	17	0	0
736	2	859	405	41	0	17	0	0
737	2	1616	405	41	0	17	0	0
738	2	715	62	37	3	17	10	28
739	2	1354	405	41	0	17	0	0
740	2	97	405	41	0	17	0	0
741	2	606	350	38	12	18	58	65
742	2	1829	428	38	15	17	40	40
743	2	403	405	41	0	17	0	0
744	2	84	405	41	0	17	0	0
745	2	701	296	38	9	18	16	16
746	1	1759	405	41	0	17	0	0
747	2	1595	405	41	0	17	0	0
748	2	772	405	41	0	17	0	0
749	2	1003	169	37	17	17	36	30
750	1	1476	405	41	0	17	0	0
751	2	454	405	41	0	17	0	0
752	2	1541	405	41	0	17	0	0
753	1	374	405	41	0	17	0	0
754	2	1210	74	37	14	18	14	52
755	2	235	405	41	0	17	0	0
756	1	261	405	41	0	17	0	0
757	2	1325	405	41	0	17	0	0
