0.90466607,-2.2541907,0.59509563,-2.1612163,-1.2484022,-0.20816901,1.0518855,0.95389783,-0.9789365,0.35965055,2.121032,1.5392987,1.6217854,0.30963272,-1.502763,-1.4969242,-1.3338692,1.4020021,-0.76601887,1.0410863
0.5498611,-1.9855793,0.9186933,-1.0732608,-1.3453097,-1.8010509,1.253397,0.87270254,-0.36670536,1.0805788,1.1391089,0.6293265,1.2390591,1.0035709,0.41417274,0.5164751,0.6208475,1.0991956,-0.21944363,-0.75118786
0.100147694,-1.3302366,0.89828175,-1.308218,-1.0354087,0.7151926,0.64639133,0.7083396,-0.75171834,1.0126683,1.2175236,1.1284677,1.6453543,0.82268065,-0.8103064,-0.24364589,-0.9089995,1.0363785,-0.82496893,0.58885235
0.5654586,-1.3959247,0.7739859,-0.85037696,-1.203225,-0.018027473,-0.22899382,0.690961,-0.7508785,0.36847568,0.31246045,0.6197597,0.8541627,0.5580579,0.73324436,0.47135296,-0.053125832,0.3511816,-0.27715278,-0.4905262
0.71068543,-0.16278785,1.1170701,-0.48522264,-0.15998752,-0.11410856,0.38236004,0.6779042,-0.71206146,0.41803777,1.0889995,0.44094047,0.6250441,0.28245842,0.50064695,0.02429958,-0.39032975,0.93664855,-0.25130683,0.6819895
1.1062479,-0.18490446,0.698363,-1.6356535,-0.2680565,-0.35468128,-0.14070189,0.12392047,0.09990079,0.58505917,0.48896322,0.7342946,1.096779,0.8164544,0.920148,-0.11689571,0.8296127,0.94672155,-0.30688676,0.07748943
0.7031271,-0.055305958,1.1471002,-0.5650547,-0.48934773,-0.030270748,0.21587354,0.6555404,-0.36712006,0.89417285,1.0377102,0.7063218,0.8440088,0.6802098,-0.11444468,0.6600771,0.18075529,1.1325741,-0.58167976,0.24763186
0.32392755,-1.3069448,0.4772777,-0.2810944,-1.4409455,-2.0606568,0.83644956,1.0753924,-0.72708344,0.58920616,0.28005344,0.851017,0.11683476,1.25099,1.4856771,1.6474104,1.7084435,0.1396904,0.27756792,-1.607692
0.4089448,-1.7712066,1.0444188,-0.4318869,-1.9144062,-2.124067,0.98702484,1.150182,-0.47067177,1.5974844,0.6140884,0.59562856,0.7503143,1.485023,1.30548,2.1104639,1.7042092,0.6992041,0.05463083,-1.6646765
0.7213777,-0.85225856,0.91546935,-1.0607039,-0.9925757,-0.8137679,0.5295181,0.5560872,-0.2838575,0.8937647,1.0649444,0.5922056,0.8724693,0.49151447,0.5520819,0.24108768,0.55598074,1.0724348,-0.31793484,-0.24771143
-0.18065451,-0.55336225,0.7018001,-0.8701268,-1.6383716,1.596166,-1.0427784,1.2708974,-0.7876748,0.47501877,0.43164024,1.4833,0.7145271,1.2552042,0.12110729,-0.15264614,-1.2382022,0.33972067,-1.3644531,1.0650818
0.4752579,-0.9512741,1.5663023,-1.1302699,-0.5094664,0.79394966,0.39620703,1.2013295,-1.1303616,1.0976211,1.0975869,0.93235266,1.6783974,0.6193374,-0.46259463,0.1539899,-1.2695183,1.1843997,-1.6198608,0.8986459
1.6043067,-0.1434463,0.65372384,-1.5138283,0.6977405,-2.0386963,0.3361796,0.20909978,0.7533979,0.6788818,0.1368715,0.80231947,1.05507,1.6199616,1.2869768,0.9805605,1.6798307,1.376575,-0.824452,-0.4280809
1.3699511,-0.48365945,1.2113794,-1.0545981,0.59281945,-0.9881958,-0.031457905,0.36189324,-0.5089138,0.24012965,0.5819454,0.540577,0.4618363,0.81319803,1.0378593,1.1604819,1.1084541,0.6332165,-0.9519762,-0.13726826
0.65834576,-0.5056733,1.367367,-0.78399026,-0.7474292,-0.0130460365,0.6892711,1.1467439,-1.1437509,0.85195166,1.2183505,0.5619664,1.0547955,0.69157225,0.1298083,0.35926372,-0.2577445,1.2259579,-0.5601606,0.41410676
